job_id,title,Country,State,City,department,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,salary_min,salary_max,fraud_label,has_salary
6666,Assistant Marketing Communications Manager,Greece,H,Athens,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6667,Hotel Front Desk Clerk,United States,VA,Newport News,Front Desk,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6668,Physical Therapist Outpatient,United States,VA,Newport News,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
6669,Cruise Staff,United States,CA,San Fransisco,Unknown,0,0,1,Unknown,Unknown,Unknown,"Leisure, Travel & Tourism",Unknown,1,,,Fraudulent,False
6670,Legal Services/Lawyer,United Kingdom,LN,D London,Unknown,0,1,1,Full-time,Not Applicable,Unspecified,Venture Capital & Private Equity,Other,0,,,Genuine,False
6671,.Net Developer,United States,MO,St. Louis,Unknown,0,0,0,Full-time,Unknown,Unknown,Computer Software,Unknown,0,,,Genuine,False
6672,Qa - Qtp Automation Engineer - Descriptive Programming,United States,TX,Austin,Unknown,0,0,0,Contract,Mid-Senior level,Bachelor's Degree,Telecommunications,Quality Assurance,0,,,Genuine,False
6673,Shipper Portland,United States,OR,Portland,Operations,0,1,1,Unknown,Unknown,Unknown,Unknown,Other,0,,,Genuine,False
6674,Php Web Developer,,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6675,Small Engine Equipment Technician,United States,TN,Nashville,Unknown,0,0,0,Full-time,Unknown,High School/equivalent,Machinery,Production,0,,,Genuine,False
6676,Customer Service Representative - Management Training Program,United States,IL,Chicago,Customer Service,0,1,0,Full-time,Entry level,High School/equivalent,Consumer Services,Customer Service,0,,,Genuine,False
6677,Consulting - Project Owner,United States,FL,Tampa,Digital Pathology,0,1,0,Full-time,Entry level,Unknown,Accounting,Unknown,0,,,Genuine,False
6678,Dev Ops Engineer,United States,CT,Stamford,Unknown,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Other,0,,,Genuine,False
6679,Software Engineer,United States,PA,Philadelphia,Unknown,0,0,0,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0,,,Genuine,False
6681,Software Engineer Intern,United States,PA,Philadelphia,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6682,Creative Director,United States,NY,Brooklyn,Design,0,1,1,Full-time,Director,Bachelor's Degree,Design,Design,0,,,Genuine,False
6683,Account Manager,New Zealand,N,Auckland,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Customer Service,0,,,Genuine,False
6684,Executive Hr Administrator,United States,NV,Las Vegas,Unknown,0,1,1,Full-time,Mid-Senior level,Unspecified,Financial Services,Human Resources,0,,,Genuine,False
6685,Product Manager,United States,PA,Philadelphia,Unknown,0,0,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6686,Civil Project Engineer,United States,TX,Houston,Engineering,0,0,0,Full-time,Unknown,Unknown,Oil & Energy,Engineering,1,,,Fraudulent,False
6687,Electrical Maintenance Technician - Major States,United States,MO,St. Louis,Unknown,0,0,0,Full-time,Unknown,Unknown,Facilities Services,Unknown,0,,,Genuine,False
6688,Cruise Staff,United States,MA,Boston,Unknown,0,0,1,Unknown,Unknown,Unknown,"Leisure, Travel & Tourism",Unknown,1,,,Fraudulent,False
6689,Cruise Staff,United States,TX,Dallas,Unknown,0,0,1,Unknown,Unknown,Unknown,"Leisure, Travel & Tourism",Unknown,1,,,Fraudulent,False
6690,Online Project Consultant,United States,Unknown,Unknown,Unknown,0,0,0,Contract,Not Applicable,High School/equivalent,Market Research,General Business,0,,,Genuine,False
6691,Market Operations Manager,United States,TX,Austin,Headquaters,0,1,1,Full-time,Mid-Senior level,Some College Coursework Completed,Management Consulting,Finance,1,65000.0,85000.0,Fraudulent,True
6692,Human Resources Manager,United Kingdom,LN,D London,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Human Resources,0,45000.0,50000.0,Genuine,True
6693,Drilling Engineer - Exploration,United States,TX,Houston,Engineering,0,0,0,Full-time,Unknown,Unknown,Oil & Energy,Engineering,1,,,Fraudulent,False
6694,Cruise Staff,United States,TX,Houston,Unknown,0,0,1,Unknown,Unknown,Unknown,"Leisure, Travel & Tourism",Unknown,1,,,Fraudulent,False
6695,Senior Account Manager,Turkey,34,Istanbul,Commercial/Marketing,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Advertising,0,,,Genuine,False
6696,Cruise Staff,United States,PA,Philadelphia,Unknown,0,0,1,Unknown,Unknown,Unknown,"Leisure, Travel & Tourism",Unknown,1,,,Fraudulent,False
6697,Cruise Staff,United States,CA,Orange County,Unknown,0,0,1,Unknown,Unknown,Unknown,"Leisure, Travel & Tourism",Unknown,1,,,Fraudulent,False
6698,Senior Designer,Ireland,L,Dublin,Graphic Design,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Design,Design,0,,,Genuine,False
6699,App Developer,Greece,I,Athens,Unknown,0,0,1,Unknown,Unknown,Unknown,Information Technology & Services,Information Technology,0,,,Genuine,False
6700,Sap Abap Developer,United States,TX,Houston,Unknown,0,0,1,Contract,Not Applicable,Unspecified,Information Technology & Services,Information Technology,0,,,Genuine,False
6701,Project Manager,United States,OH,43215,Unknown,0,0,0,Full-time,Mid-Senior level,Unknown,Computer Software,Project Management,0,,,Genuine,False
6702,Project Manager,United States,OR,Portland,Unknown,1,1,1,Contract,Associate,Unknown,Computer Software,Consulting,0,,,Genuine,False
6703,Ux / Information Architect,United States,NY,Brooklyn,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Design,0,,,Genuine,False
6704,Finance Associate,United States,NY,Brooklyn,Finance,0,1,1,Full-time,Associate,Bachelor's Degree,Accounting,Finance,0,,,Genuine,False
6705,Art Teacher,United States,NY,Albany,Unknown,0,1,1,Full-time,Unknown,Master's Degree,Unknown,Education,0,,,Genuine,False
6706,Technical Support Representative,United States,TX,Dallas,Unknown,0,1,0,Full-time,Entry level,High School/equivalent,Telecommunications,Customer Service,0,,,Genuine,False
6707,Php Back-End Developer,France,J,Paris,Development,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Production,0,,,Genuine,False
6708,Senior Software Engineer,Greece,Unknown,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6709,Administrative Assistant,United States,NY,Brooklyn,Operations,0,1,1,Part-time,Associate,Unspecified,Executive Office,Administrative,0,,,Genuine,False
6710,English Teacher Abroad,Canada,AB,Calgary,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
6711,Sales Account Executive- Printing/Commercial,United States,VA,Tysons Corner,Sales,0,0,0,Full-time,Unknown,Unknown,Printing,Sales,0,,,Genuine,False
6712,Java Developer,Canada,NB,Fredericton,Unknown,0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
6713,Executive Director Of Client Services,United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Director,Bachelor's Degree,"Health, Wellness & Fitness",Customer Service,0,,,Genuine,False
6714,"National Sales Manager - London, Home Counties & M4 Corridor",United Kingdom,Unknown,Unknown,Unknown,1,1,1,Full-time,Mid-Senior level,Vocational,E-Learning,Sales,0,40000.0,50000.0,Genuine,True
6715,Senior Ios Developer,Spain,Unknown,Chamberi | Madrid,Unknown,0,1,0,Full-time,Mid-Senior level,Unspecified,Unknown,Unknown,0,,,Genuine,False
6716,Head Of Product Management,United States,Unknown,Unknown,Unknown,1,1,1,Full-time,Director,Bachelor's Degree,"Health, Wellness & Fitness",Product Management,0,,,Genuine,False
6717,English Teacher Abroad,United States,MO,Kansas City,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
6718,Operations Lead,United States,NV,Las Vegas,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,"Health, Wellness & Fitness",Management,0,,,Genuine,False
6719,Head Of Product Management,United States,NV,Las Vegas,Unknown,1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,"Health, Wellness & Fitness",Product Management,0,,,Genuine,False
6720,Head Of Marketing,France,J,Paris,Unknown,0,1,1,Full-time,Not Applicable,Unknown,Marketing & Advertising,Marketing,0,,,Genuine,False
6721,Real Estate Agents,United States,CA,Pasadena,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6722,Rails Developer - Mercaris,United States,IL,Chicago,Mercaris,0,1,0,Full-time,Mid-Senior level,Unknown,Environmental Services,Information Technology,0,70000.0,110000.0,Genuine,True
6723,Team Lead- Warehouse,United States,NJ,Summit,Unknown,0,1,0,Full-time,Entry level,High School/equivalent,Consumer Services,Customer Service,0,,,Genuine,False
6724,Real Estate Agents,United States,CA,Burbank,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6725,Real Estate Agent,United States,CA,Glendale,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6726,Business Analyst,United States,TX,Houston,Unknown,0,1,0,Contract,Associate,Bachelor's Degree,Information Technology & Services,Business Analyst,0,60000.0,120000.0,Genuine,True
6727,Assistant Hotel Manager,Tunisia,11,Unknown,Unknown,0,1,0,Full-time,Entry level,Bachelor's Degree,Hospitality,Management,0,,,Genuine,False
6728,Business Systems Analyst,United States,CA,Brea,Unknown,0,1,1,Contract,Associate,Unspecified,Information Technology & Services,Business Analyst,0,60000.0,120000.0,Genuine,True
6729,Editorial & Community Internship Paid,United States,NY,Brooklyn,Krrb,0,1,1,Contract,Internship,Bachelor's Degree,Marketing & Advertising,Marketing,0,,,Genuine,False
6730,Software Developer,Canada,QC,Montreal,Engineering,0,1,1,Full-time,Associate,Unknown,Internet,Information Technology,0,45000.0,75000.0,Genuine,True
6731,Copywriter Freelance,Germany,Unknown,Berlin,Unknown,0,1,0,Temporary,Mid-Senior level,Unspecified,Information Technology & Services,Writing/Editing,0,,,Genuine,False
6732,Sales Representative Web & Saas,United States,CA,San Digeo,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Sales,0,,,Genuine,False
6733,Sales Producerpremier Insurance Agency,United States,SC,Anderson,Unknown,0,1,0,Full-time,Not Applicable,Unspecified,Insurance,Sales,0,20000.0,27000.0,Genuine,True
6734,Customer Service Representative - Entry-Level Management,United States,IL,Chicago,Unknown,0,1,0,Full-time,Entry level,High School/equivalent,Consumer Services,Unknown,0,,,Genuine,False
6735,Customer Service Representative - Management Training Program,United States,NY,New York,Management,0,1,0,Full-time,Entry level,High School/equivalent,Consumer Services,Customer Service,0,,,Genuine,False
6736,English Teacher Abroad,United States,CA,Salinas,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
6737,Management - Entry-Level,United States,NY,New York,Management,0,1,0,Full-time,Entry level,Unspecified,Marketing & Advertising,Management,0,,,Genuine,False
6738,Toddler Teacher,United States,IL,Chicago,Education,0,1,0,Full-time,Associate,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
6739,General Manager Fabrication Aerospace 2131,United States,UT,Ogden,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Unknown,1,,,Fraudulent,False
6740,Minnesota Part Time Maintenance Technician,United States,MN,Moorhead,Relay,0,1,1,Part-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6741,Financial Services Professional,United States,MD,Sparks,Unknown,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Financial Services,Sales,0,,,Genuine,False
6742,Customer Service Representative,United States,IL,Chicago,Customer Service,1,1,0,Full-time,Entry level,High School/equivalent,Insurance,Customer Service,0,25000.0,35000.0,Genuine,True
6743,Scientific Representative Sales Rep,Greece,I,Athens,Sales,0,0,1,Full-time,Entry level,Master's Degree,Pharmaceuticals,Sales,0,,,Genuine,False
6744,Stock/Inventory Administration,United States,NY,Brooklyn,Retail Pharmacy,1,1,1,Unknown,Unknown,Unknown,Pharmaceuticals,Administrative,0,,,Genuine,False
6745,Entry-Level Management Position,United States,CT,Hartford,Marketing,0,1,0,Full-time,Entry level,Unspecified,Marketing & Advertising,Marketing,0,,,Genuine,False
6746,Management - Entry-Level Marketing,United States,IL,Chicago,Marketing,0,1,0,Full-time,Entry level,Unspecified,Marketing & Advertising,Marketing,0,,,Genuine,False
6747,Hardware Expert,Germany,BE,Berlin,Tech,0,1,1,Full-time,Mid-Senior level,Master's Degree,Information Technology & Services,Engineering,0,50000.0,80000.0,Genuine,True
6748,Sales & Recruitment,Japan,13,Unknown,Unknown,1,1,0,Full-time,Associate,Bachelor's Degree,Human Resources,Sales,0,2000000.0,15000000.0,Genuine,True
6749,"Brand Ambassador - Entry-Level Advertising, Marketing & Pr",United States,FL,Fort Lauderdale,Marketing,0,1,0,Full-time,Entry level,Unspecified,Marketing & Advertising,Marketing,0,,,Genuine,False
6750,Graduates English Teacher Abroad Conversational,United States,MT,Bozeman,Unknown,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
6751,Project Manager,United States,NV,Las Vegas,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,"Health, Wellness & Fitness",Project Management,0,,,Genuine,False
6752,Consultora De R & S,Brazil,SP,Sã£O Paulo,Unknown,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Human Resources,0,50000.0,120000.0,Genuine,True
6753,"Director, Supply Chain - Strategy",United States,OH,Cleveland,Unknown,0,0,0,Full-time,Unknown,Unknown,Marketing & Advertising,Unknown,0,,,Genuine,False
6754,Buying Intern,Germany,BE,Berlin,Buying,0,1,1,Full-time,Internship,Unknown,Retail,Purchasing,0,,,Genuine,False
6755,Advertising & Promotion Assistant,United States,MD,Baltimore,Unknown,1,1,1,Other,Entry level,High School/equivalent,Marketing & Advertising,Advertising,0,,,Genuine,False
6756,Contact Center Representatives,United States,NV,Las Vegas,Collections/Customer Service,0,1,1,Full-time,Entry level,Unspecified,Financial Services,Customer Service,0,,,Genuine,False
6757,Chief Financial Officer,Canada,BC,Vancouver,Telecommunications,0,1,1,Full-time,Executive,Unknown,Telecommunications,Finance,0,,,Genuine,False
6758,Senior Office Manager,United States,CA,San Diego,Marketing,0,1,1,Part-time,Mid-Senior level,Bachelor's Degree,Design,Marketing,0,65000.0,72000.0,Genuine,True
6759,Rails Backend Engineer,Austria,9,Vienna,Product,0,1,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6760,Senior Java Developer/Architect,United States,NV,Las Vegas,Unknown,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
6761,Us Postal Service Contractor,United States,Unknown,Multiple,Unknown,1,0,0,Full-time,Mid-Senior level,Unspecified,Government Administration,General Business,0,6000000.0,7000000.0,Genuine,True
6762,Cloud Systems Developer - Germany,Germany,BY,Munich,Unknown,0,1,0,Full-time,Associate,Associate Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
6763,Front End Developer Nyc,United States,NY,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6765,"Sales Specialist, Outbound Calls",United States,NY,Farmingdale,Outbound Sales,0,1,1,Full-time,Entry level,High School/equivalent,Consumer Goods,Sales,0,,,Genuine,False
6766,Sales Development Representative - Germany,Germany,BY,Munich,Unknown,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology & Services,Sales,0,,,Genuine,False
6767,English Teacher Abroad,United States,MI,Mount Pleasent,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
6768,Senior Flex Developer,United States,CA,Palo Alto,Unknown,0,1,0,Full-time,Unknown,Unknown,Computer Software,Unknown,0,,,Genuine,False
6769,Account Manager - Germany,Germany,BY,Mã¼Nchen,Unknown,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology & Services,Sales,0,,,Genuine,False
6770,Inside Sales Representative Santa Fe Springs,United States,CA,Santa Fe Springs,Sales,0,1,1,Unknown,Unknown,Unknown,Unknown,Sales,0,,,Genuine,False
6771,Project Controls Specialist,United States,NC,Charlotte,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6773,Senior Drupal / Php Developer,United States,NH,Portsmouth,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Unknown,Unknown,0,,,Genuine,False
6774,Senior Software Engineer Qa Automation,United States,CA,San Mateo,Engineering,0,1,1,Full-time,Unknown,Bachelor's Degree,Marketing & Advertising,Engineering,1,,,Fraudulent,False
6775,Healthcare Support Rep,United States,CA,Chula Vista,Unknown,0,1,0,Full-time,Associate,Associate Degree,Hospital & Health Care,Administrative,0,,,Genuine,False
6776,Mobile Application Developer Android,Greece,I,Athens,Unknown,0,0,1,Unknown,Unknown,Unknown,Information Technology & Services,Unknown,0,,,Genuine,False
6777,Full Stack Developer,United Kingdom,Unknown,Lo,Unknown,0,1,1,Full-time,Associate,Unspecified,Internet,Engineering,0,40000.0,50000.0,Genuine,True
6778,Sales - Cyber Security,United States,PA,Pittsburgh,Unknown,0,0,0,Full-time,Not Applicable,Unspecified,Information Technology & Services,Sales,0,,,Genuine,False
6779,Bi / Data Analyst,New Zealand,N,Auckland,Command Central,0,1,1,Full-time,Unknown,Unknown,Information Technology & Services,Data Analyst,0,,,Genuine,False
6780,Software Development Project Manager,New Zealand,N,Auckland,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology & Services,Project Management,0,,,Genuine,False
6781,Application Developer C#.Net,Philippines,0,Makati,Information Technology,0,1,0,Full-time,Not Applicable,Bachelor's Degree,Information Technology & Services,Information Technology,0,15000.0,30000.0,Genuine,True
6782,Admissions Advisor,United States,TX,San Antonio,Unknown,0,0,0,Full-time,Entry level,High School/equivalent,Education Management,Education,0,,,Genuine,False
6783,Application Developer Web Technologies,Philippines,Unknown,Quezon City,Information Technology,0,1,0,Contract,Associate,Bachelor's Degree,Information Technology & Services,Information Technology,0,15000.0,30000.0,Genuine,True
6784,Payroll Manager,Philippines,Unknown,Makati City,Accountant,0,1,0,Contract,Executive,Master's Degree,Accounting,Information Technology,0,20000.0,40000.0,Genuine,True
6785,Receptionist,United States,TX,San Antonio,Unknown,0,0,0,Full-time,Entry level,High School/equivalent,Education Management,Administrative,0,,,Genuine,False
6786,Data Solutions Engineer,United States,CA,San Francisco,Field Eng,0,1,1,Full-time,Unknown,Bachelor's Degree,Computer Software,Unknown,0,,,Genuine,False
6787,Admin Assistant/Operations Manager,United States,TX,Cleburne,Admin,0,1,0,Full-time,Unknown,High School/equivalent,Medical Practice,Administrative,0,,,Genuine,False
6788,Human Resources Advisor,Canada,ON,London,Unknown,0,1,1,Full-time,Unknown,Bachelor's Degree,Human Resources,Human Resources,0,,,Genuine,False
6789,M14 5Ht Business Admin Apprenticeship Under Nas 16-24 Year Olds,United Kingdom,MA,N,Unknown,0,1,0,Full-time,Internship,High School/equivalent,Unknown,Administrative,0,,,Genuine,False
6790,Customer Service Representative,United States,GA,Atlanta,Customer Service,1,1,0,Full-time,Entry level,High School/equivalent,Insurance,Customer Service,0,25000.0,35000.0,Genuine,True
6791,Product/ Ux Designer,Greece,I,Athens,Product,0,1,1,Full-time,Mid-Senior level,Unknown,Internet,Design,0,,,Genuine,False
6792,Accountant / Office Manager,United States,MA,Boston,Accounting,0,1,1,Full-time,Associate,Bachelor's Degree,Financial Services,Accounting/Auditing,0,,,Genuine,False
6793,Account Manager Switzerland,Switzerland,BS,Basel,Sales,0,1,1,Full-time,Associate,Bachelor's Degree,Unknown,Sales,0,,,Genuine,False
6794,Front-End Developer,United States,CA,Santa Monica,Unknown,0,1,1,Full-time,Associate,Unknown,Internet,Engineering,0,,,Genuine,False
6795,Solution Architect,New Zealand,N,Auckland,Dev & Software Qa,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,90000.0,110000.0,Genuine,True
6796,Controls Engineer,United States,MI,Detroit,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6797,Sr Android Developer,United States,NY,New York City,Information Technology,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
6798,Director Of Customer Experience,United States,CA,Los Angeles,Customer Service,0,1,0,Full-time,Director,Bachelor's Degree,Apparel & Fashion,Customer Service,0,,,Genuine,False
6799,Leasing Consultant,United States,FL,Orlando,Property Management,0,1,1,Full-time,Associate,Unspecified,Real Estate,Business Development,0,,,Genuine,False
6800,Sales Professional- Mid Market,United States,CA,Irvine,Sales & Research,0,1,0,Part-time,Entry level,High School/equivalent,Computer & Network Security,Sales,1,21600.0,31200.0,Fraudulent,True
6801,Lead Cook,United States,TX,Houston,Unknown,0,0,0,Full-time,Unknown,Unknown,Food & Beverages,Unknown,0,,,Genuine,False
6802,Twiml Freelancer Contract,United States,CO,Denver,Unknown,1,1,0,Contract,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6803,Brand Designer  &  Illustrator,United States,CA,San Francisco,Design,0,1,1,Full-time,Not Applicable,Unknown,Computer Software,Design,0,,,Genuine,False
6804,Php Developer,Greece,I,Athens,Demian Labs,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6805,Home Health Aide,United States,FL,Unknown,Unknown,0,1,1,Contract,Unknown,High School/equivalent,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
6806,Tv Manager Usa,United States,NY,New York,International Growth,0,1,1,Full-time,Associate,Bachelor's Degree,E-Learning,Advertising,0,,,Genuine,False
6807,Search Software Engineer,United States,CA,Palo Alto,Unknown,0,1,1,Full-time,Unknown,Unknown,Computer Software,Information Technology,0,,,Genuine,False
6808,Integrity Management Engineering Specialist,United States,TX,Houston,Engineering,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,1,,,Fraudulent,False
6809,Build Infrastructure Developer,Austria,9,Vienna,Product,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6810,Web User Interface Gui Developer,Greece,I,Athens,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Renewables & Environment,Information Technology,0,,,Genuine,False
6811,Misc Referrals,,Unknown,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6812,Java Developer,United States,TX,Dallas,It,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
6813,Mobile Acquisition Manager,Greece,I,Athens,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Internet,Marketing,0,,,Genuine,False
6814,Product Manager,United States,VA,Richmond,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Product Management,0,,,Genuine,False
6815,Senior Java Engineer,Greece,I,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Engineering,0,,,Genuine,False
6816,Senior Infrastucture Engineer,United States,CA,San Francisco,Unknown,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Banking,Information Technology,0,,,Genuine,False
6817,Product Innovator Junior,Germany,BE,Berlin,Product,0,1,1,Other,Entry level,Unspecified,Computer Software,Research,0,,,Genuine,False
6818,Human Resources Manager,United States,IL,Chicago,Unknown,0,0,0,Full-time,Unknown,Unknown,Human Resources,Unknown,0,,,Genuine,False
6819,Digital Marketing Specialists,United States,NY,New York,Unknown,0,1,1,Full-time,Entry level,High School/equivalent,Marketing & Advertising,Sales,0,,,Genuine,False
6820,Channel Account Executive Eu,Belgium,VO,V Ghent,Sales,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Sales,0,,,Genuine,False
6821,Lawn Care Technician,United States,IL,Wheeling,Unknown,0,0,0,Full-time,Unknown,High School/equivalent,Unknown,Unknown,0,,,Genuine,False
6822,Staff Writer,United States,VA,Alexandria,Unknown,0,1,0,Full-time,Associate,Bachelor's Degree,Public Relations & Communications,Writing/Editing,0,40000.0,50000.0,Genuine,True
6823,"Product Manager, 3D Technologies",United States,NY,New York,Unknown,0,1,1,Full-time,Associate,Unknown,Information Technology & Services,Product Management,0,,,Genuine,False
6824,English Teacher Abroad Conversational,United States,OH,Kettering,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
6825,Appointment Setters,United States,TX,Dallas,Unknown,1,1,1,Full-time,Entry level,High School/equivalent,Marketing & Advertising,Customer Service,0,,,Genuine,False
6826,Truck Drivers,United States,TX,Houston,Unknown,0,1,1,Full-time,Entry level,High School/equivalent,Transportation/Trucking/Railroad,Distribution,0,,,Genuine,False
6827,Business Development Manager - Reliefwatch Impact Engine,United States,IL,Chicago,Engine Company,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Business Development,0,50000.0,65000.0,Genuine,True
6828,Graduates English Teacher Abroad Conversational,United States,VT,Burlington,Unknown,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
6829,Graduates English Teacher Abroad Conversational,United States,SD,Brookings,Unknown,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
6830,Temp Outbound Telesales Oldham,United Kingdom,OL,D Oldham,Retail,0,0,1,Contract,Not Applicable,Unspecified,Automotive,Sales,0,18000.0,18000.0,Genuine,True
6831,Graduates English Teacher Abroad Conversational,United States,CA,Stanford,Unknown,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
6832,Lead Developer,United States,MD,Washington,Unknown,1,0,1,Full-time,Mid-Senior level,Unspecified,Biotechnology,Information Technology,0,55000.0,85000.0,Genuine,True
6833,Devops Engineer,Iceland,1,Reykjavik,Unknown,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology & Services,Engineering,0,80000.0,100000.0,Genuine,True
6834,Junior Qa Engineer,Canada,ON,Toronto,Unknown,0,1,1,Full-time,Unknown,Unknown,Computer Software,Information Technology,0,70.0,100.0,Genuine,True
6835,Senior Web Developer,Greece,B,Thessaloniki,Unknown,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Engineering,0,,,Genuine,False
6836,Senior Ui Developer,United States,MA,Unknown,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,110000.0,120000.0,Genuine,True
6837,Lead Generation Specialist,United States,PA,Harrisburg,Unknown,0,1,0,Full-time,Associate,Unknown,Marketing & Advertising,Sales,0,,,Genuine,False
6838,Senior Software Engineer,United States,CA,San Francisco,Unknown,1,0,0,Full-time,Mid-Senior level,Unknown,Internet,Information Technology,0,,,Genuine,False
6839,Front End Web Developer,Israel,TA,Tel Aviv,Unknown,0,1,1,Full-time,Mid-Senior level,Unspecified,Internet,Information Technology,0,,,Genuine,False
6840,Systems Engineer Infrastructure,Ireland,L,Dublin,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6841,Product Admin Executive / Intern,United Kingdom,Unknown,Unknown,Festicket,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6842,Marketing Associate,Greece,I,Athens,Marketing,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
6843,Director Of Operations Chicago,United States,IL,Chicago,Unknown,0,1,1,Full-time,Associate,Associate Degree,Hospital & Health Care,Training,0,,,Genuine,False
